Processes,Size,Latency
2,2,2.25
2,4,2.23
2,8,2.23
2,16,2.24
2,32,2.25
2,64,2.29
2,128,2.29
2,256,2.77
2,512,2.99
2,1024,3.47
2,2048,3.05
2,4096,3.48
2,8192,3.98
2,16384,4.65
2,32768,6.11
2,65536,8.44
2,131072,13.82
2,262144,33.52
2,524288,59.83
2,1048576,108.74
4,2,4.85
4,4,4.81
4,8,4.75
4,16,4.75
4,32,4.87
4,64,5.0
4,128,5.05
4,256,5.84
4,512,6.09
4,1024,6.85
4,2048,6.77
4,4096,7.85
4,8192,9.35
4,16384,11.73
4,32768,16.44
4,65536,24.92
4,131072,47.02
4,262144,68.91
4,524288,126.17
4,1048576,244.27
6,2,7.51
6,4,7.49
6,8,7.47
6,16,7.55
6,32,7.62
6,64,7.86
6,128,8.15
6,256,9.08
6,512,9.52
6,1024,10.58
6,2048,10.81
6,4096,12.44
6,8192,15.09
6,16384,19.36
6,32768,26.9
6,65536,40.83
6,131072,69.48
6,262144,106.67
6,524288,194.53
6,1048576,371.24
8,2,9.81
8,4,9.83
8,8,9.84
8,16,9.77
8,32,10.12
8,64,10.27
8,128,10.55
8,256,11.93
8,512,12.38
8,1024,13.58
8,2048,14.34
8,4096,16.13
8,8192,19.72
8,16384,25.82
8,32768,36.7
8,65536,57.02
8,131072,94.48
8,262144,143.08
8,524288,280.44
8,1048576,523.32
10,2,13.53
10,4,13.5
10,8,13.47
10,16,13.47
10,32,14.24
10,64,14.32
10,128,14.52
10,256,16.04
10,512,16.75
10,1024,18.37
10,2048,19.75
10,4096,22.39
10,8192,29.39
10,16384,34.9
10,32768,50.91
10,65536,77.05
10,131072,131.32
10,262144,185.12
10,524288,334.46
10,1048576,611.45
12,2,15.91
12,4,15.91
12,8,16.02
12,16,15.94
12,32,16.61
12,64,16.88
12,128,17.17
12,256,18.94
12,512,19.79
12,1024,22.0
12,2048,25.7
12,4096,27.25
12,8192,33.97
12,16384,44.94
12,32768,65.85
12,65536,97.83
12,131072,167.54
12,262144,211.96
12,524288,415.71
12,1048576,759.53
14,2,18.32
14,4,18.32
14,8,18.37
14,16,18.43
14,32,19.17
14,64,19.37
14,128,20.18
14,256,22.34
14,512,24.91
14,1024,25.67
14,2048,27.27
14,4096,31.93
14,8192,39.2
14,16384,52.57
14,32768,74.25
14,65536,113.36
14,131072,198.44
14,262144,273.7
14,524288,494.2
14,1048576,863.37
16,2,20.32
16,4,20.37
16,8,20.58
16,16,20.64
16,32,21.91
16,64,22.18
