Processes,Size,Latency
2,2,0.59
2,4,0.59
2,8,0.58
2,16,0.58
2,32,0.69
2,64,0.69
2,128,0.8
2,256,0.82
2,512,0.91
2,1024,1.11
2,2048,1.58
2,4096,2.13
2,8192,3.57
2,16384,5.96
2,32768,10.84
2,65536,20.67
2,131072,40.33
2,262144,56.42
2,524288,98.33
2,1048576,197.55
4,2,1.34
4,4,1.27
4,8,1.21
4,16,1.21
4,32,1.1
4,64,0.98
4,128,1.29
4,256,1.26
4,512,1.37
4,1024,1.44
4,2048,1.91
4,4096,2.77
4,8192,4.48
4,16384,7.71
4,32768,14.61
4,65536,28.29
4,131072,55.72
4,262144,98.97
4,524288,193.46
4,1048576,385.5
6,2,1.34
6,4,1.27
6,8,1.22
6,16,1.24
6,32,1.27
6,64,1.24
6,128,1.46
6,256,1.6
6,512,1.69
6,1024,1.75
6,2048,2.19
6,4096,2.72
6,8192,4.62
6,16384,9.08
6,32768,18.62
6,65536,36.19
6,131072,68.44
6,262144,176.11
6,524288,354.38
6,1048576,685.71
8,2,1.13
8,4,1.12
8,8,1.03
8,16,1.1
8,32,1.17
8,64,1.2
8,128,1.43
8,256,1.52
8,512,1.59
8,1024,1.69
8,2048,2.08
8,4096,2.86
8,8192,4.76
8,16384,9.37
8,32768,19.0
8,65536,37.54
8,131072,75.32
8,262144,236.61
8,524288,470.84
8,1048576,925.46
10,2,0.85
10,4,1.07
10,8,1.02
10,16,1.02
10,32,1.04
10,64,1.05
10,128,1.26
10,256,1.5
10,512,1.53
10,1024,1.58
10,2048,2.0
10,4096,2.71
10,8192,5.0
10,16384,10.49
10,32768,22.01
10,65536,44.71
10,131072,86.51
10,262144,291.6
10,524288,566.45
10,1048576,1101.99
12,2,1.22
12,4,1.26
12,8,1.41
12,16,1.37
12,32,1.41
12,64,1.38
12,128,1.69
12,256,1.86
12,512,1.81
12,1024,1.92
12,2048,2.35
12,4096,3.3
12,8192,5.8
12,16384,12.8
12,32768,25.05
12,65536,51.01
12,131072,101.28
12,262144,306.55
12,524288,593.54
12,1048576,1192.13
14,2,1.51
14,4,1.57
14,8,1.51
14,16,1.73
14,32,1.76
14,64,1.82
14,128,2.09
14,256,2.23
14,512,2.35
14,1024,2.48
14,2048,2.67
14,4096,3.63
14,8192,5.92
14,16384,13.47
14,32768,27.21
14,65536,54.4
14,131072,109.18
14,262144,366.74
14,524288,651.38
14,1048576,1331.08
16,2,1.26
16,4,1.24
16,8,1.22
16,16,1.32
16,32,1.65
16,64,1.64
16,128,2.07
16,256,2.33
16,512,2.42
16,1024,2.41
16,2048,2.86
16,4096,4.55
16,8192,7.24
16,16384,14.43
16,32768,28.88
16,65536,57.93
16,131072,116.15
16,262144,451.74
16,524288,775.45
16,1048576,1686.47
18,2,1.52
18,4,1.57
18,8,1.87
18,16,1.95
18,32,1.94
18,64,2.08
18,128,2.29
18,256,2.48
18,512,2.45
18,1024,2.59
18,2048,2.86
18,4096,4.12
18,8192,6.6
18,16384,14.97
18,32768,51.89
18,65536,68.83
18,131072,138.04
18,262144,503.15
18,524288,818.19
18,1048576,2009.4
20,2,1.72
20,4,1.69
20,8,1.88
20,16,1.92
20,32,1.93
20,64,2.26
20,128,2.49
20,256,2.61
20,512,2.68
20,1024,2.63
20,2048,3.06
20,4096,4.34
20,8192,7.44
20,16384,16.31
20,32768,33.94
20,65536,74.19
20,131072,141.06
20,262144,547.28
20,524288,1082.63
20,1048576,2929.08
22,2,1.78
22,4,2.13
22,8,2.15
22,16,2.14
22,32,2.34
22,64,2.57
22,128,2.8
22,256,2.94
22,512,2.79
22,1024,2.86
22,2048,3.32
22,4096,4.82
22,8192,8.65
22,16384,18.96
22,32768,40.42
22,65536,85.65
22,131072,175.73
22,262144,540.75
22,524288,977.16
22,1048576,2540.85
24,2,2.03
24,4,2.36
24,8,2.39
24,16,2.51
24,32,2.53
24,64,2.36
24,128,2.57
24,256,2.66
24,512,2.87
24,1024,2.81
24,2048,3.5
24,4096,5.36
24,8192,11.41
24,16384,21.34
24,32768,43.53
24,65536,85.22
24,131072,171.88
24,262144,670.38
24,524288,1160.52
24,1048576,2887.29
26,2,2.39
26,4,2.74
26,8,2.73
26,16,3.08
26,32,3.17
26,64,3.17
26,128,3.34
26,256,3.46
26,512,3.56
26,1024,3.68
26,2048,4.07
26,4096,4.52
26,8192,9.22
26,16384,20.07
26,32768,61.24
26,65536,90.06
26,131072,184.73
26,262144,663.44
26,524288,1402.46
26,1048576,3867.64
28,2,3.22
28,4,3.21
28,8,3.23
28,16,3.8
28,32,3.78
28,64,3.81
28,128,3.84
28,256,3.87
28,512,4.01
28,1024,4.11
28,2048,4.03
28,4096,5.99
28,8192,10.93
28,16384,23.99
28,32768,51.32
28,65536,107.66
28,131072,248.2
28,262144,637.7
28,524288,1268.37
28,1048576,3309.93
30,2,3.15
30,4,2.98
30,8,3.1
30,16,3.63
30,32,3.61
30,64,3.59
30,128,3.96
30,256,4.01
30,512,4.14
30,1024,3.97
30,2048,4.37
30,4096,6.0
30,8192,10.75
30,16384,23.69
30,32768,56.12
30,65536,116.89
30,131072,256.01
30,262144,775.95
30,524288,1797.69
30,1048576,4652.38
32,2,3.25
32,4,3.25
32,8,3.32
32,16,3.87
32,32,3.73
32,64,3.81
32,128,4.01
32,256,4.19
32,512,4.05
32,1024,3.88
32,2048,4.7
32,4096,6.27
32,8192,11.53
32,16384,24.55
32,32768,53.67
32,65536,112.08
32,131072,237.32
32,262144,698.86
32,524288,1511.73
32,1048576,3794.01
34,2,3.16
34,4,3.12
34,8,3.43
34,16,3.65
34,32,3.66
34,64,3.72
34,128,4.06
34,256,4.17
34,512,4.09
34,1024,4.57
34,2048,4.93
